0,1,2,3,4,5
"19 Investment under management
Group Group Company Company
Amortized cost
In millions of Naira December 2023 December 2022 December 2023 December 2022
Relating to unclaimed dividends:",,,,,
"Government bonds
Placements
Commercial paper
Corporate Bond
Nigerian treasury bills
Mutual funds
Eurobonds","4,917 3,634 4,917
25,180 19,826 25,180
5,493 3,796 5,493
2,662 2,315 2,662
4,335 2,784 4,335
1,209 3,405 1,209
7,423 3,742 -",,,,"3,634
19,826
3,796
2,315
2,784
3,405
-"
,"51,219","39,502","43,796","35,760",
"2 0 Non pledged trading assets
Group Group Company Company
In millions of Naira December 2023 December 2022 December 2023 December 2022
Government bonds 10,146 12,280 - -",,,,,
Eurobonds,"1,942","2,294 - -",,,
"Treasury bills 197,120 88,116 - -
209,208 102,690 - -",,,,,
