0,1,2,3,4,5
"In millions of Nigerian Naira
Revenue:
Derived revenue from external customers
Interest expenses
Fee and commission expense
Net impairment Gain on financial assets
Net monetary loss on hyperinflation
Operating expenses
Depreciation and amortisation
Profit before income tax
Taxation
Profit for the period
31 December 2023
Loans and advances
Deposits from customers and banks
Total segment assets
Total segment liabilities",Corporate,"Retail and
commercial","Treasury and
financial
markets","Unallocated
Segment",Total
,"494,629
(102,483)
(1,843)
(76,890)
-
(106,042)
(6,992)","625,381
(116,764)
(116,354)
(20,842)
-
(284,497)
(18,758)","498,188
(148,560)
(57)
(326)
-
(164,505)
(10,848)","457,188
-
-
(109,142)
(32,804)
-
-","2,075,386
(367,807)
(118,254)
(207,200)
(32,804)
(555,044)
(36,598)"
,"200,379
(39,665)","68,166
(75,896)","173,892
(34,422)","315,242
-","757,679
(149,983)"
,"160,714
1,934,759
1,712,196
4,646,187
1,773,238","(7,730)
3,251,857
12,688,852
10,689,066
13,036,354","139,470
362,965
2,954,672
5,353,944
3,813,411","315,242
-
-
-
-","607,696
5,549,581
17,355,720
-
20,689,197
18,623,002"
