0,1,2,3,4
In thousands of Nigerian Naira,Pre-tax,Post-tax,Pre-tax,Post-tax
Decrease,"(5,211,657)","(4,814,008)","(210,719)","(167,775)"
Increase,"6,655,262","6,147,466","307,232","244,618"
