0,1,2,3,4
,,"Bank
Dec. 2023","Bank
Dec. 2022",
,At year end,37.74%,59.03%,
,Average for the year,43.50%,47.99%,
,Maximum for the year,52.81%,53.98%,
,Minimum for the year,32.33%,40.60%,
"(c) Analysis of financial assets and liabilities by remaining contractual maturities
ThetablesbelowshowtheundiscountedcashflowontheGroup'sfinancialliabilitiesandonthebasisoftheearliestpossiblecontractualmaturity.The
Grossnominalinflow/outflowdisclosedinthetableisthecontractual,undiscountedcashflowsonthefinancialliabilitiesorcommitments,exceptfor
derivatives assets and liabilities which are stated at their fair values.
TheGroup'sexpectedcashflowsonsomefinancialassetsandfinancialliabilitiesvarysignificantlyfromthecontractualcashflows.Demandandsavings
deposits are expected to remain stable or increase, while unrecognised loan commitments are not expected to be drawn down immediately.
83",,,,
