0,1,2,3
"Group
Dec. 2024",,"Bank
Dec. 2024",
"2,846,336
958,127
132,062","2,256,416
697,528
273,274","2,625,897
7
297,520",
"3,936,525","3,227,218","2,923,424","2,197,898"
