0,1,2
Total,,Total
"30,554
36,683
(8,170)
(295)
(1,041)
5,449
8,696","8 7,732
- 22,720
- (2,188)
- (36)
- (295)
- 3,283
- 1,874","7,740
22,720
(2,188)
(36)
(295)
3,283
1,874"
"71,876","8 33,090","33,098"
