0,1,2,3,4
Name of signer,FRC Number,Name of Firm,Service rendered,Amount (N)
Funmi Ogunlowo,"FRC/2013/PRO/ICAN/004/0000
0000681",Ernst & Young,"Agreed upon procedures on bonus
calculations for the year ended 31
December 2023","2,592,395"
Funmi Ogunlowo,"FRC/2013/PRO/ICAN/004/0000
0000681",Ernst & Young,"Review of payroll for the year ended 31
December 2023","5,321,250"
Funmi Ogunlowo,"FRC/2013/PRO/ICAN/004/0000
0000681",Ernst & Young,Attestation of ICFR report,"35,000,000"
,,,Total,"42,913,645"
