0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
,1997,,,"300,000,000",,,"500,000,000",,,"600,000,000",,,"1,000,000,000",,,"1,000,000,000",,,SCRIP,
