0,1,2,3,4,5,6,7
S/N,DIRECTORS,ATTENDANCE,,,,,
,,Feb 28,April 27,July 28,Oct 27,Dec 14,%
1 Alhaji A,"liko Dangote, GCON (Chairman)",,,,,,100
2 Mr. Ola,kunle Alake,,,,,,100
3 Alhaji A,bdu Dantata,,,,,,100
4 Ms. Be,nnedikter Molokwu,,,,,,100
5 Ms. Ma,ryam Bashir,,,,,,100
6 Prof. K,"onyinsola Ajayi, SAN",,,,,,100
7 Mr. Uz,oma Nwankwo,,,,,,100
8 Mr. Ra,vindra Singhvi,,,,,,100
9 Mrs. Y,abawa Lawan Wabi (mni),,,,,,100
10 Ms. Ma,riya Dangote,,,,,,100
