0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
,Total,,,"77,472",,,"62,698",,,"486,165",,,"526,825",,,"415,229",,,"1,279,637","8,678,837",,,"5,504,872",
