0,1,2,3
"Stage 1 - 12-
month ECL",,"Stage 3 -
Lifetime ECL",
"4,259
657
-
(189)
15","1,189
122
-
(380)
-","9,647
940
(700)
569
-",
"4,742",931,"10,456","16,129"
