0,1,2,3,4
,,%HOLDERS,HOLDINGS,
vooignerrgn g,41,0.44,"16,126,482",0.34
,493,5.31,"2,417,317,860",51.48
Individuals,8746,94.25,"2,262,615,658",48.18
,9280,100.00,,100.00
