0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
,2010,,,"15,000,000,000",,,"30,000,000,000",,,NIL,,,"23,317,185,766",,,"23,317,185,766",,,NIL,
