0,1,2
,Description,Amount
1,Late Rendition of Cyber Security Self-Assessment Report,9.65
2,Penalty on sale of Personal Travel Allowance to two customer accounts,2.00
3,Inadequate documentation and update of customer account and transaction,122.00
4,Consumer complaint resolved by Consumer protection department,16.00
,Total,149.65
