0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
,2001,,,"250,000,000",,,"1,000,000,000",,,"500,000,000",,,"2,000,000,000",,,"2,000,000,000",,,Initial Public Offer,
