0,1,2
"( 2,464,444)
2,756,472",,"( 1,598,524)
1,643,031"
"292,028
( 196,634)
196,243","1,294,206
(52,051)
44,176","44,507
(91,595)
76,803"
"291,637","1 ,286,331","29,714"
