0,1,2
Total,"Rest of Rest of the
Nigeria Africa world",Total
"652,007
351,280
139,441
1,283,163
12,923
-
14,963
-
39,830
-
303,249
-
-
15,468
267,384
-
803,833
2,039,303
10,891
-
-
1,006,960
980,478
-
1,379,678
637,970
26,984
236,031
82,217","- 11,017 548,117
129,249 - -
- - 184,065
1,231,399 - -
12,923 - -
14,963 - -
- - -
39,830 - -
9,383 - 222,370
16,332 - -
199,405 - -
606,580 - -
1,289,788 - 10,993
10,891 - -
- - -
115,376 - -
1,352,863 - -
544,850 - -
26,984 - -
119,547 26,403 -
82,217 - -","559,134
129,249
184,065
1,231,399
12,923
-
14,963
-
39,830
-
231,753
-
-
16,332
199,405
-
606,580
1,300,781
10,891
-
-
-
115,376
-
1,352,863
544,850
26,984
145,950
82,217"
"10,284,053","5,802,580 37,420 965,545","6,805,545"
"1,381,089
629,077
127,735","364,161 - -
340,306 - -
29,387 - -","364,161
340,306
29,387"
"2,137,901","733,853 - -","733,854"
