0,1,2
"270,211
(758,683)",,"172,042
(607,251)"
"(488,472)
(36,202)
52,530
(11,092)
13,862
-
(1,270,352)
1 9,260
(10,670)
9 5,593
-","(105,550)
(3,086)
5,743
(10,484)
19,726
8,634
17,665
-
-
-
-","(435,209)
(8,892)
(330,994)
(11,091)
21,862
-
54,286
159,424
(7,675)
95,593
11,421"
"(1,635,543)","( 67,352)","( 451,275)"
