0,1,2
Principle 8,"Collaborative Partnerships:
Collaboration across the sector
and leveraging international
partnerships to develop the
financial services sector and
ensure consistency with
international standards.","• The Bank remains a member of the
network of Sustainability Champions in
Nigeria."
Principle 9,"Reporting: Regular review and
implementation progress report.","• The Bank rendered the Bi-Annual
Sustainability Report to the regulator
(CBN) with its sustainability report in the
financials.
• We also provide periodic updates to our
investors on the integration of ESRM in
the Bank’s framework.
• Report on our sustainability journey and
Social Key Performance Indicators (KPI)
also shared with the Board of Directors
on a quarterly basis."
