0,1,2,3,4
2,Alhaji M. A. Usman,"Shareholders’
Representative",Member,"30-Jan-2023
27-Apr-2023
28-Jul-2023
23-Oct-2023"
3,Mrs. A. Kuye,"Shareholders’
Representative",Member,"30-Jan-2023
27-Apr-2023
28-Jul-2023
23-Oct-2023"
4,Mrs. C. N. Echeozo,"Non-Executive
Director",Member,"30-Jan-2023
27-Apr-2023
28-Jul-2023
23-Oct-2023"
5,Mrs. H. L. Bouygues,"Non-Executive
(Independent)
Director",Member,"30-Jan-2023
27-Apr-2023
28-Jul-2023
23-Oct-2023"
