0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
,Total,,,133.4,,,169.6,,,"3,744",,,"7,408.9",,,"52,623",,,"115,998","775,498",,,"515,084",
