0,1
"Full Impact
Dec-2023
14,715,590
123,471,114
360,675,171
8,875,000
449,015,020
53,410,653
-
-
24,206,723","Full Impact
Dec-2022
14,715,590
123,471,114
214,858,054
8 ,875,000
404,050,720
53,410,653
-
-
19,145,075"
"1,034,369,271","8 38,526,206"
"(11,127,743)
(19,153,538)
(12,165,129)
(8,125,998)
-
-
-
-","(10,296,119)
(19,115,779)
(10,983,098)
(8,125,998)
-
-
-
-"
"983,796,863","7 90,005,212"
"61,690,961
18,520,363","(4,003,765)
11,720,267"
"80,211,324","7 ,716,502"
"1,064,008,187","7 97,721,714"
"3,981,737,184
837,713,353
29,693,869","2,614,159,351
672,289,979
26,934,694"
"4,849,144,406","3 ,313,384,025"
