0,1,2,3,4,5,6,7,8
"Bank subsidiaries (see note (i)
below):","Year of
acquisition/
Commence
ment","Previous
Holding","0Current
Holding","Non-
controlling
interests",Country,Industry,Jun. 2025,Dec. 2024
