0,1,2,3,4
NAME DESIGNATION,,,,
,"Chairman
Independent Non-Executive Director
Non-Executive Director
Non-Executive Director
Independent Non-Executive Director
Non-Executive Director
Non-Executive Director
Independent Non-Executive Director",,,
,Group Managin,g Director/CEO,,
,,"ng Director
ng Director",,
,"Executive Director, Finance and Risk Management
Executive Director, Abuja & North Central",,,
,,,,
,"Executive Director, Lagos 2 & West Bank",,,
