0,1,2,3,4
"Access Bank Risk
Rating","Exposure Limit (ORR-
based LLL) (NGN)","Management Credit
Committee Approval Limit
(NGN)","Board Credit
Committee Approval
Limit (NGN)","Board of Directors
Limit"
1,60 billion,40 billion,60 billion,Legal lending limit
2+,50 billion,20 billion,40 billion,
2,40 billion,10 billion,20 billion,
2-,25 billion,5 billion,15 billion,
3+,5 billion,4 billion,10 billion,
3,3 billion,3 billion,10 billion,
3-,1 billion,2 billion,5 billion,
4,,Above 0.1 billion,,
