0,1,2
"6,954,545
(7,211,496)",,"3,920,533
(3,756,442)"
"(256,951)
(57,669)
(7,991)
420,459
(340,459)","(1,565,132)
(71,971)
(468)
343,763
(231,854)","164,091
(65,767)
(1,417)
296,926
(271,318)"
"(242,611)","(1,525,662)","122,515"
