0,1,2
"Group
Dec. 2024",,"Bank
Dec. 2024"
"6,661,906
(80,313)
(22,459)
(177,366)","5,074,554
(123,075)
(15,715)
(62,136)","3,968,326
(17,274)
(14,189)
(93,650)"
"(280,138)","(200,926)","(125,113)"
"6,381,768","4,873,628","3,843,213"
