0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
,2011,,,NIL,,,"50,000,000,000",,,"284,697,017",,,"29,431,179,224",,,"29,431,179,224",,,IFC Special Placement,
