0,1,2,3,4
Details of indirect holdings,,,,
Name of Director Companies Indirect Holding,,,,
,,,No. of shares,
"HH Capital Limited 1,184,447,676
Mr. Tony O. Elumelu, CFR Heirs Holdings Limited 2,115,222,826
Heirs Alliance Limited 258,972,915
STH Limited 1,336,225,622
Eternal Properties 324,885,419",,,,
