0,1,2
"Group
Jun. 2025
1,394,796
-
80,083
(43,038)
(365,958)
(353,244)",,"Bank
Jun. 2025
1,223,973
-
41,899
(43,038)
(365,958)
(147,907)"
"712,639","1,394,796","708,970"
