0,1,2,3,4,5
"Statement of Corporate Responsibility for the Consolidated and Separate Financial
Statements for the year ended 31 December 2023
Further to the provisions of section 405 of the Companies and Allied Matters Act (CAMA), 2020, we, the Group Managing
Director and Chief Financial Officer, hereby certify the consolidated and seperate financial statements of the Group for the
year ended 31 December 2023 as follows:
(a) That we have reviewed the audited financial statements of the Group for the year ended 31 December 2023.
(b) That the audited financial statements do not contain any untrue statement of material fact or omit to state a material
fact which would make the statements misleading, in the light of the circumstances under which such statement was
made.
(c) That the audited financial statements and all other financial information included in the statements fairly present, in all
material respects, the financial condition and results of operation of the Group as of and for, the year ended 31
December 2023.
(d) That we are responsible for establishing and maintaining internal controls and have designed such internal controls to
ensure that material information relating to the Group is made known to the officer by other officers of the companies,
during the year ended 31 December 2023.
(e) That we have evaluated the effectiveness of the Group’s internal controls prior to the date of the audited financial
statements, and certify that the Group’s internal controls are effective as of that date.
(f) That there were no significant changes in internal controls or in other factors that could significantly affect internal
controls subsequent to the date of our evaluation, including any corrective action with regard to significant deficiencies
and material weaknesses.
(g) That we have disclosed the following information to the Group’s Auditors:
• there are no significant deficiencies in the design or operation of internal controls which could adversely affect the
Group’s abilitytorecord, process, summarise andreport financialdata, andhave identifiedfor theGroup’s auditorsany
material weaknesses in internal controls, and
• there is no fraud that involves management or other employees who have a significant role in the Group’s internal
control.",,,,,
,"30 January,2024",,,,
,,,,,
,Mo,rounke Olufemi,,Herbert Wigwe,
"Group Chief Financial Officer Group Chief Executive Officer
FRC/2015/PRO/ANAN/001/00000011887 FRC/2012/ICAN/00000001998",,,,,
,,,,,
