0,1,2
,31 December 2024,31 December 2023
"Share price (N)
Expected option lifetime (years)
Risk-free rate (%)
Expected volatility (%)
Dividend yield (%)","200
1 - 2 years
19.06%
43.34%
2.94","264
1 - 2 years
11.15%
25.7%
6.26%"
