0,1,2
,,• Typically in stable industries
4 (BBB),Above Average,"• Good asset quality and liquidity
• Very good debt capacity but smaller margins of debt service
coverage
• Good management in key areas
• Temporary difficulties can be overcome to meet debt
obligations
• Good management but depth may be an issue
• Good character of owner
• Typically good companies in cyclical industries"
5 (BB),Average,"• Satisfactory asset quality and liquidity
• Good debt capacity but smaller margins of debt service
coverage
• Reasonable management in key areas
• Temporary difficulties can be overcome to meet debt
obligations
• Good management but depth may be an issue
• Satisfactory character of owner
• Typically good companies in cyclical industries"
6 (B),Acceptable Risk,"• Limited debt capacity and modest debt service coverage
• Could be currently performing but susceptible to poor
industry conditions and operational difficulties
• Declining collateral quality
• Management and owners are good or passable
• Typically borrowers in declining markets or with small market
share and operating in cyclical industries"
7 (CCC),Watch-list,"• Eliciting signs of deterioration as a result of well defined
weaknesses that may impair repayment
• Typically start- ups / declining markets/deteriorating
industries with high industry risk
• Financial fundamentals below average
• Weak management
• Poor information disclosure"
8 (CC),Substandard Risk,"• Well-defined weaknesses though significant loss unlikely;
orderly liquidation of debt under threat
• Continued strength is on collateral or residual repayment
capacity of obligor
• Partial losses of principal and interest possible if weaknesses
are not promptly rectified
• Questionable management skills"
9 (C),Doubtful Risk,"• High probability of partial loss
• Very weak credit fundamentals which make full debt
repayment in serious doubt
• Factors exist that may mitigate the potential loss but awaiting
appropriate time to determine final status
• Demonstrable management weaknesses, poor repayment
weaknesses and poor repayment profile"
