0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
,Total,,,"110,331",,,"48,425",,,"224,244",,,"468,150",,,"73,662",,,"452,449","2,445,280",,,"11,961,197",
