0,1,2,3,4
,,"Bank
Dec. 2024","Bank
Dec. 2023",
,At year end,39.08%,37.74%,
,Average for the year,45.65%,43.50%,
,Maximum for the year,65.03%,52.81%,
,Minimum for the year,32.17%,32.33%,
"(c) Analysis of financial assets and liabilities by remaining contractual maturities
ThetablesbelowshowtheundiscountedcashflowontheGroup'sfinancialliabilitiesandonthebasisoftheearliestpossiblecontractualmaturity.The
Grossnominalinflow/outflowdisclosedinthetableisthecontractual,undiscountedcashflowsonthefinancialliabilitiesorcommitments,exceptfor
derivatives assets and liabilities which are stated at their fair values.
TheGroup'sexpectedcashflowsonsomefinancialassetsandfinancialliabilitiesvarysignificantlyfromthecontractualcashflows.Demandandsavings
deposits are expected to remain stable or increase, while unrecognised loan commitments are not expected to be drawn down immediately.
83",,,,
